date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:36	92444/92444	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.15.0	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff2	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
12:45:37	113372/113372	---M--	200	added ('OK')	x-font/woff	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.15.0	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
12:45:38	210032/210032	---MCZ	200	added ('OK')	x-font/ttf	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.15.0	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.ttf	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
12:45:38	316720/316720	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.15.0	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.svg	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
12:45:38	4015/4015	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jul%202022%2014:13:40%20GMT	https://www.internationalshipcare.com/wp-content/plugins/transx-plugin/img/price_background.png	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/transx-plugin/img/price_background.png	(from https://www.internationalshipcare.com/wp-content/plugins/transx-plugin/css/transx_plugin.css?ver=6.1.1)
12:45:38	433/433	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jul%202022%2014:13:40%20GMT	https://www.internationalshipcare.com/wp-content/plugins/transx-plugin/img/slide_img.png	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/transx-plugin/img/slide_img.png	(from https://www.internationalshipcare.com/wp-content/plugins/transx-plugin/css/transx_plugin.css?ver=6.1.1)
12:45:41	188232/188232	---M--	200	added ('OK')	image/webp	date:Wed,%2028%20Sep%202022%2005:36:23%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/service-1-scaled-1.webp	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/service-1-scaled-1.webp	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:41	95952/95952	---M--	200	added ('OK')	image/webp	date:Wed,%2028%20Sep%202022%2005:35:41%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/service-2-scaled-1.webp	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/service-2-scaled-1.webp	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:42	64600/64600	---M--	200	added ('OK')	image/webp	date:Wed,%2028%20Sep%202022%2005:36:04%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/service-4-683x1024-1.webp	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/service-4-683x1024-1.webp	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:42	193906/193906	---M--	200	added ('OK')	image/webp	date:Wed,%2028%20Sep%202022%2005:35:58%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/service-3-scaled-1.webp	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/service-3-scaled-1.webp	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:42	121516/121516	---M--	200	added ('OK')	image/webp	date:Wed,%2028%20Sep%202022%2005:36:20%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/IMG_9925.webp	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/IMG_9925.webp	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:44	395768/395768	---M--	200	added ('OK')	image/webp	date:Wed,%2028%20Sep%202022%2005:36:06%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/IMG_9924-scaled-1.webp	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/IMG_9924-scaled-1.webp	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:44	455727/455727	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2009:46:02%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/service-1-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/service-1-scaled.jpg	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:45	136644/136644	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2005:21:17%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/service-3-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/service-3-scaled.jpg	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:45	287114/287114	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2009:46:07%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/service-2-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/service-2-scaled.jpg	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:45	217899/217899	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2005:20:53%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/service-4-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/service-4-scaled.jpg	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:46	77979/77979	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2005:19:48%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/service-6.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/service-6.jpg	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:46	213429/213429	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2005:20:05%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/service-5-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/service-5-scaled.jpg	(from https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-57.css?ver=1675659647)
12:45:46	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
12:45:46	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
12:45:46	13276/13276	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
12:45:46	16276/16276	---M--	200	added ('OK')	x-font/woff	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
12:45:47	33736/33736	---M-Z	200	added ('OK')	x-font/ttf	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
12:45:48	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
12:45:48	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
12:45:49	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
12:45:49	78196/78196	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
12:45:49	101652/101652	---M--	200	added ('OK')	x-font/woff	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
12:45:50	202744/202744	---MCZ	200	added ('OK')	x-font/ttf	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
12:45:50	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Jul%202022%2014:13:36%20GMT	https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://www.internationalshipcare.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
12:45:51	593889/593889	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2009:42:04%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/19A0062-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/19A0062-scaled.jpg	(from https://www.internationalshipcare.com/who-we-are/)
12:45:51	600533/600533	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2009:45:56%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/who-we-are-hero-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/who-we-are-hero-scaled.jpg	(from https://www.internationalshipcare.com/who-we-are/)
12:45:53	82646/82646	---M--	200	added ('OK')	image/png	etag:%2260d331d3-142d6%22	https://demo.artureanec.com/themes/transx-new/wp-content/uploads/2021/06/contacts-map.png	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/demo.artureanec.com/themes/transx-new/wp-content/uploads/2021/06/contacts-map.png	(from https://www.internationalshipcare.com/who-we-are/)
12:45:53	4099/4099	---M-Z	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202022%2008:16:16%20GMT	https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-2092.css?ver=1664266576	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/elementor/css/post-2092cc31.css	(from https://www.internationalshipcare.com/who-we-are/)
12:45:55	10364/10364	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:45:54%20GMT	https://www.internationalshipcare.com/wp-json/wp/v2/pages/2092	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/wp/v2/pages/2092.json	(from https://www.internationalshipcare.com/who-we-are/)
12:45:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2004:45:56%20GMT	https://www.internationalshipcare.com/?p=2092	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/indexccbb.html	(from https://www.internationalshipcare.com/who-we-are/)
12:45:56	2617/2617	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:45:56%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Fwho-we-are%2F	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embed20c7.json	(from https://www.internationalshipcare.com/who-we-are/)
12:45:57	2725/2725	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2004:45:57%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Fwho-we-are%2F&format=xml	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embed4335	(from https://www.internationalshipcare.com/who-we-are/)
12:45:58	134992/134992	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2009:32:51%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/19A9843-1024x683.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/19A9843-1024x683.jpg	(from https://www.internationalshipcare.com/who-we-are/)
12:45:58	127813/127813	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2009:44:15%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/800_2153-1-1024x683.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/800_2153-1-1024x683.jpg	(from https://www.internationalshipcare.com/who-we-are/)
12:45:59	8402/8402	---M-Z	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202022%2003:41:07%20GMT	https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-2120.css?ver=1664250067	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/elementor/css/post-2120ae8c.css	(from https://www.internationalshipcare.com/why-isc/)
12:46:00	652620/652620	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2009:44:27%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/08/800_2243-1-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/08/800_2243-1-scaled.jpg	(from https://www.internationalshipcare.com/why-isc/)
12:46:00	19404/19404	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:46:00%20GMT	https://www.internationalshipcare.com/wp-json/wp/v2/pages/2120	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/wp/v2/pages/2120.json	(from https://www.internationalshipcare.com/why-isc/)
12:46:01	2597/2597	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:46:01%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Fwhy-isc%2F	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embed84ec.json	(from https://www.internationalshipcare.com/why-isc/)
12:46:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2004:46:01%20GMT	https://www.internationalshipcare.com/?p=2120	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/index36a4.html	(from https://www.internationalshipcare.com/why-isc/)
12:46:03	2705/2705	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2004:46:03%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Fwhy-isc%2F&format=xml	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embed003d	(from https://www.internationalshipcare.com/why-isc/)
12:46:03	127282/127282	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2005:17:56%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/locations-banner-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/locations-banner-scaled.jpg	(from https://www.internationalshipcare.com/locations/)
12:46:04	332/332	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2010:19:25%20GMT	https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-2175.css?ver=1662113965	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/elementor/css/post-217592a7.css	(from https://www.internationalshipcare.com/locations/)
12:46:05	3496/3496	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:46:05%20GMT	https://www.internationalshipcare.com/wp-json/wp/v2/pages/2175	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/wp/v2/pages/2175.json	(from https://www.internationalshipcare.com/locations/)
12:46:06	2613/2613	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:46:06%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Flocations%2F	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embed6281.json	(from https://www.internationalshipcare.com/locations/)
12:46:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2004:46:07%20GMT	https://www.internationalshipcare.com/?p=2175	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/indexb15f.html	(from https://www.internationalshipcare.com/locations/)
12:46:08	2721/2721	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2004:46:08%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Flocations%2F&format=xml	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embed54e4	(from https://www.internationalshipcare.com/locations/)
12:46:09	1875/1875	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Feb%202023%2005:06:00%20GMT	https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-2182.css?ver=1675659960	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/elementor/css/post-21826e9b.css	(from https://www.internationalshipcare.com/vessel-layup-services/)
12:46:09	137428/137428	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2005:17:34%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/layup-banner-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/layup-banner-scaled.jpg	(from https://www.internationalshipcare.com/vessel-layup-services/)
12:46:11	13933/13933	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:46:10%20GMT	https://www.internationalshipcare.com/wp-json/wp/v2/pages/2182	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/wp/v2/pages/2182.json	(from https://www.internationalshipcare.com/vessel-layup-services/)
12:46:12	2669/2669	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:46:12%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Fvessel-layup-services%2F	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embedfa34.json	(from https://www.internationalshipcare.com/vessel-layup-services/)
12:46:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2004:46:12%20GMT	https://www.internationalshipcare.com/?p=2182	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/index4978.html	(from https://www.internationalshipcare.com/vessel-layup-services/)
12:46:13	2777/2777	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2004:46:13%20GMT	https://www.internationalshipcare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.internationalshipcare.com%2Fvessel-layup-services%2F&format=xml	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/oembed/1.0/embed4dde	(from https://www.internationalshipcare.com/vessel-layup-services/)
12:46:14	142001/142001	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2005:18:08%20GMT	https://www.internationalshipcare.com/wp-content/uploads/2022/09/other-services-banner-scaled.jpg	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/2022/09/other-services-banner-scaled.jpg	(from https://www.internationalshipcare.com/other-services/)
12:46:14	2164/2164	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2010:24:20%20GMT	https://www.internationalshipcare.com/wp-content/uploads/elementor/css/post-2201.css?ver=1662114260	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-content/uploads/elementor/css/post-22013e06.css	(from https://www.internationalshipcare.com/other-services/)
12:46:16	13496/13496	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2004:46:15%20GMT	https://www.internationalshipcare.com/wp-json/wp/v2/pages/2201	C:/Users/Mohd%20Izz/Documents/International%20Shipcare/website/internationalshipcare/www.internationalshipcare.com/wp-json/wp/v2/pages/2201.json	(from https://www.internationalshipcare.com/other-services/)
